,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,now_position,next_position,is_confliction,on_eps_zero
0,1,1,1,1,37,1,3,-1,0.0,move,l,5,"[9, 1]","[8, 1]",False,True
1,2,1,1,1,37,1,9,-1,0.0,remove,lu,2,"[1, 6]","[0, 5]",False,True
0,1,1,1,1,37,2,9,22.955300000000005,0.3333333333333333,remove,lu,2,"[8, 1]","[7, 0]",False,True
1,2,1,1,1,37,2,13,22.955300000000005,-1.0,remove,r,2,"[1, 6]","[2, 6]",False,True
0,1,1,1,1,37,3,16,11.6065,-1.0,remove,rd,2,"[8, 1]","[9, 2]",False,True
1,2,1,1,1,37,3,15,11.6065,-1.0,remove,d,2,"[1, 6]","[1, 7]",False,True
0,1,1,1,1,37,4,3,13.921199999999999,-1.0,move,l,5,"[8, 1]","[7, 1]",False,True
1,2,1,1,1,37,4,2,13.921199999999999,-1.0,move,ru,5,"[1, 6]","[2, 5]",False,True
0,1,1,1,1,37,5,5,39.019549999999995,0.3333333333333333,move,r,5,"[7, 1]","[8, 1]",False,True
1,2,1,1,1,37,5,3,39.019549999999995,0.3333333333333333,move,l,5,"[2, 5]","[1, 5]",False,True
0,1,1,1,1,37,6,13,25.38655,0.3333333333333333,remove,r,5,"[8, 1]","[9, 1]",False,True
1,2,1,1,1,37,6,12,25.38655,0.3333333333333333,remove,l,2,"[1, 5]","[0, 5]",False,True
0,1,1,1,1,37,7,12,34.4876,0.3333333333333333,remove,l,5,"[8, 1]","[7, 1]",False,True
1,2,1,1,1,37,7,12,34.4876,-1.0,remove,l,2,"[1, 5]","[0, 5]",False,True
0,1,1,1,1,37,8,11,33.492900000000006,0.3333333333333333,remove,ru,2,"[8, 1]","[9, 0]",False,True
1,2,1,1,1,37,8,4,33.492900000000006,-1.0,move,z,5,"[1, 5]","[1, 5]",False,True
0,1,1,1,1,37,9,11,22.25625,-1.0,remove,ru,2,"[8, 1]","[9, 0]",False,True
1,2,1,1,1,37,9,13,22.25625,-0.3333333333333333,remove,r,5,"[1, 5]","[2, 5]",False,True
0,1,1,1,1,37,10,12,38.97175,-1.0,remove,l,2,"[8, 1]","[7, 1]",False,True
1,2,1,1,1,37,10,10,38.97175,0.3333333333333333,remove,u,2,"[1, 5]","[1, 4]",False,True
0,1,1,1,1,37,11,9,13.70875,-1.0,remove,lu,2,"[8, 1]","[7, 0]",False,True
1,2,1,1,1,37,11,12,13.70875,-1.0,remove,l,2,"[1, 5]","[0, 5]",False,True
0,1,1,1,1,37,12,13,37.0624,-1.0,remove,r,2,"[8, 1]","[9, 1]",False,True
1,2,1,1,1,37,12,12,37.0624,-1.0,remove,l,2,"[1, 5]","[0, 5]",False,True
0,1,1,1,1,37,13,15,52.270450000000004,-1.0,remove,d,2,"[8, 1]","[8, 2]",False,True
1,2,1,1,1,37,13,3,52.270450000000004,-1.0,move,l,5,"[1, 5]","[0, 5]",False,True
0,1,1,1,1,37,14,4,18.969749999999998,-1.0,move,z,5,"[8, 1]","[8, 1]",False,True
1,2,1,1,1,37,14,2,18.969749999999998,0.3333333333333333,move,ru,5,"[0, 5]","[1, 4]",False,True
0,1,1,1,1,37,15,7,37.781549999999996,-0.3333333333333333,move,d,5,"[8, 1]","[8, 2]",False,True
1,2,1,1,1,37,15,10,37.781549999999996,0.3333333333333333,remove,u,2,"[1, 4]","[1, 3]",False,True
0,1,1,1,1,37,16,15,37.04965000000001,0.3333333333333333,remove,d,2,"[8, 2]","[8, 3]",False,True
1,2,1,1,1,37,16,6,37.04965000000001,-1.0,move,ld,5,"[1, 4]","[0, 5]",False,True
0,1,1,1,1,37,17,15,21.134499999999996,-1.0,remove,d,2,"[8, 2]","[8, 3]",False,True
1,2,1,1,1,37,17,2,21.134499999999996,0.3333333333333333,move,ru,5,"[0, 5]","[1, 4]",False,True
0,1,1,1,1,37,18,9,20.2469,-1.0,remove,lu,2,"[8, 2]","[7, 1]",False,True
1,2,1,1,1,37,18,13,20.2469,0.3333333333333333,remove,r,2,"[1, 4]","[2, 4]",False,True
0,1,1,1,1,37,19,8,27.232799999999997,-1.0,move,rd,5,"[8, 2]","[9, 3]",False,True
1,2,1,1,1,37,19,0,27.232799999999997,-1.0,move,lu,5,"[1, 4]","[0, 3]",False,True
0,1,1,1,1,37,20,3,32.45555,0.3333333333333333,move,l,5,"[9, 3]","[8, 3]",False,True
1,2,1,1,1,37,20,4,32.45555,0.3333333333333333,move,z,5,"[0, 3]","[0, 3]",False,True
0,1,1,1,1,37,21,13,9.0735,0.3333333333333333,remove,r,5,"[8, 3]","[9, 3]",False,True
1,2,1,1,1,37,21,15,9.0735,-0.3333333333333333,remove,d,2,"[0, 3]","[0, 4]",False,True
0,1,1,1,1,37,22,3,22.602049999999995,0.3333333333333333,move,l,5,"[8, 3]","[7, 3]",False,True
1,2,1,1,1,37,22,0,22.602049999999995,-1.0,move,lu,1,"[0, 3]","[-1, 2]",False,True
0,1,1,1,1,37,23,5,41.3056,0.3333333333333333,move,r,5,"[7, 3]","[8, 3]",False,True
1,2,1,1,1,37,23,3,41.3056,-1.0,move,l,1,"[0, 3]","[-1, 3]",False,True
0,1,1,1,1,37,24,7,12.670849999999998,0.3333333333333333,move,d,5,"[8, 3]","[8, 4]",False,True
1,2,1,1,1,37,24,7,12.670849999999998,-1.0,move,d,5,"[0, 3]","[0, 4]",False,True
0,1,1,1,1,37,25,5,24.346649999999993,0.3333333333333333,move,r,5,"[8, 4]","[9, 4]",False,True
1,2,1,1,1,37,25,3,24.346649999999993,0.3333333333333333,move,l,1,"[0, 4]","[-1, 4]",False,True
0,1,1,1,1,37,26,13,15.365599999999997,0.3333333333333333,remove,r,2,"[9, 4]","[10, 4]",False,True
1,2,1,1,1,37,26,0,15.365599999999997,-1.0,move,lu,1,"[0, 4]","[-1, 3]",False,True
0,1,1,1,1,37,27,11,14.015799999999999,-1.0,remove,ru,2,"[9, 4]","[10, 3]",False,True
1,2,1,1,1,37,27,5,14.015799999999999,-1.0,move,r,5,"[0, 4]","[1, 4]",False,True
0,1,1,1,1,37,28,11,9.67115,-1.0,remove,ru,2,"[9, 4]","[10, 3]",False,True
1,2,1,1,1,37,28,0,9.67115,0.3333333333333333,move,lu,5,"[1, 4]","[0, 3]",False,True
0,1,1,1,1,37,29,8,26.368599999999997,-1.0,move,rd,5,"[9, 4]","[10, 5]",False,True
1,2,1,1,1,37,29,2,26.368599999999997,0.3333333333333333,move,ru,5,"[0, 3]","[1, 2]",False,True
0,1,1,1,1,37,30,10,37.52094999999999,0.3333333333333333,remove,u,2,"[10, 5]","[10, 4]",False,True
1,2,1,1,1,37,30,5,37.52094999999999,0.3333333333333333,move,r,5,"[1, 2]","[2, 2]",False,True
0,1,1,1,1,37,31,8,18.28225,-1.0,move,rd,1,"[10, 5]","[11, 6]",False,True
1,2,1,1,1,37,31,6,18.28225,0.3333333333333333,move,ld,5,"[2, 2]","[1, 3]",False,True
0,1,1,1,1,37,32,12,23.9373,-1.0,remove,l,2,"[10, 5]","[9, 5]",False,True
1,2,1,1,1,37,32,16,23.9373,0.3333333333333333,remove,rd,2,"[1, 3]","[2, 4]",False,True
0,1,1,1,1,37,33,4,22.361399999999996,-1.0,move,z,5,"[10, 5]","[10, 5]",False,True
1,2,1,1,1,37,33,8,22.361399999999996,-1.0,move,rd,5,"[1, 3]","[2, 4]",False,True
0,1,1,1,1,37,34,4,37.6292,-0.3333333333333333,move,z,5,"[10, 5]","[10, 5]",False,True
1,2,1,1,1,37,34,0,37.6292,0.3333333333333333,move,lu,5,"[2, 4]","[1, 3]",False,True
0,1,1,1,1,37,35,10,53.080499999999994,-0.3333333333333333,remove,u,2,"[10, 5]","[10, 4]",False,True
1,2,1,1,1,37,35,1,53.080499999999994,0.3333333333333333,move,u,5,"[1, 3]","[1, 2]",False,True
0,1,1,1,1,37,36,9,14.952699999999998,-1.0,remove,lu,5,"[10, 5]","[9, 4]",False,True
1,2,1,1,1,37,36,7,14.952699999999998,0.3333333333333333,move,d,5,"[1, 2]","[1, 3]",False,True
0,1,1,1,1,37,37,7,31.15059999999999,0.3333333333333333,move,d,5,"[10, 5]","[10, 6]",False,True
1,2,1,1,1,37,37,16,31.15059999999999,0.3333333333333333,remove,rd,5,"[1, 3]","[2, 4]",False,True
