,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,now_position,next_position,is_confliction,on_eps_zero
0,1,45,100,1,38,1,5,0.39594999999999997,-0.417,move,r,5,"[1, 1]","[2, 1]",False,True
1,2,45,100,1,38,1,10,0.39594999999999997,-0.333,remove,u,2,"[8, 7]","[8, 6]",False,True
0,1,45,100,1,38,2,14,0.18575,0.0,remove,ld,2,"[2, 1]","[1, 2]",False,True
1,2,45,100,1,38,2,1,0.18575,-0.467,move,u,5,"[8, 7]","[8, 6]",False,True
0,1,45,100,1,38,3,5,0.13255,-0.383,move,r,5,"[2, 1]","[3, 1]",False,True
1,2,45,100,1,38,3,2,0.13255,0.083,move,ru,5,"[8, 6]","[9, 5]",False,True
0,1,45,100,1,38,4,7,0.17429999999999995,-0.333,move,d,5,"[3, 1]","[3, 2]",False,True
1,2,45,100,1,38,4,3,0.17429999999999995,0.0,move,l,5,"[9, 5]","[8, 5]",False,True
0,1,45,100,1,38,5,16,0.1868,0.0,remove,rd,2,"[3, 2]","[4, 3]",False,True
1,2,45,100,1,38,5,2,0.1868,-0.5,move,ru,5,"[8, 5]","[9, 4]",False,True
0,1,45,100,1,38,6,5,0.5052,0.283,move,r,5,"[3, 2]","[4, 2]",False,True
1,2,45,100,1,38,6,3,0.5052,0.417,move,l,5,"[9, 4]","[8, 4]",False,True
0,1,45,100,1,38,7,3,0.26825,-0.417,move,l,5,"[4, 2]","[3, 2]",False,True
1,2,45,100,1,38,7,7,0.26825,-0.083,move,d,5,"[8, 4]","[8, 5]",False,True
0,1,45,100,1,38,8,8,0.38754999999999995,0.083,move,rd,5,"[3, 2]","[4, 3]",False,True
1,2,45,100,1,38,8,12,0.38754999999999995,0.667,remove,l,2,"[8, 5]","[7, 5]",False,True
0,1,45,100,1,38,9,1,0.25305,-0.167,move,u,5,"[4, 3]","[4, 2]",False,True
1,2,45,100,1,38,9,5,0.25305,-0.717,move,r,5,"[8, 5]","[9, 5]",False,True
0,1,45,100,1,38,10,4,0.37794999999999995,0.583,move,z,5,"[4, 2]","[4, 2]",False,True
1,2,45,100,1,38,10,5,0.37794999999999995,0.167,move,r,1,"[9, 5]","[10, 5]",False,True
0,1,45,100,1,38,11,5,0.15325000000000003,-0.5,move,r,5,"[4, 2]","[5, 2]",False,True
1,2,45,100,1,38,11,6,0.15325000000000003,-0.483,move,ld,5,"[9, 5]","[8, 6]",False,True
0,1,45,100,1,38,12,7,0.18339999999999998,0.583,move,d,5,"[5, 2]","[5, 3]",False,True
1,2,45,100,1,38,12,5,0.18339999999999998,-0.417,move,r,5,"[8, 6]","[9, 6]",False,True
0,1,45,100,1,38,13,5,0.3992000000000001,0.333,move,r,5,"[5, 3]","[6, 3]",False,True
