,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,now_position,next_position,is_confliction,on_eps_zero
0,1,1,1,1,34,1,11,-1,0.0,remove,ru,2,"[9, 1]","[10, 0]",False,True
1,2,1,1,1,34,1,15,-1,-0.16666666666666666,remove,d,2,"[1, 8]","[1, 9]",False,True
0,1,1,1,1,34,2,8,16.678099999999997,-0.4666666666666667,move,rd,5,"[9, 1]","[10, 2]",False,True
1,2,1,1,1,34,2,6,16.678099999999997,0.033333333333333326,move,ld,5,"[1, 8]","[0, 9]",False,True
0,1,1,1,1,34,3,16,26.591050000000003,0.4166666666666667,remove,rd,1,"[10, 2]","[11, 3]",False,True
1,2,1,1,1,34,3,14,26.591050000000003,-0.3333333333333333,remove,ld,1,"[0, 9]","[-1, 10]",False,True
0,1,1,1,1,34,4,5,17.502299999999998,-0.48333333333333334,move,r,1,"[10, 2]","[11, 2]",False,True
1,2,1,1,1,34,4,4,17.502299999999998,-0.48333333333333334,move,z,5,"[0, 9]","[0, 9]",False,True
0,1,1,1,1,34,5,9,86.11555000000003,-0.23333333333333336,remove,lu,5,"[10, 2]","[9, 1]",False,True
1,2,1,1,1,34,5,4,86.11555000000003,0.16666666666666666,move,z,5,"[0, 9]","[0, 9]",False,True
0,1,1,1,1,34,6,7,32.82404999999999,-0.3333333333333333,move,d,5,"[10, 2]","[10, 3]",False,True
1,2,1,1,1,34,6,3,32.82404999999999,0.25,move,l,1,"[0, 9]","[-1, 9]",False,True
0,1,1,1,1,34,7,8,26.515949999999997,0.25,move,rd,1,"[10, 3]","[11, 4]",False,True
1,2,1,1,1,34,7,14,26.515949999999997,-0.65,remove,ld,1,"[0, 9]","[-1, 10]",False,True
0,1,1,1,1,34,8,5,26.245200000000004,-0.8166666666666667,move,r,1,"[10, 3]","[11, 3]",False,True
1,2,1,1,1,34,8,7,26.245200000000004,-0.23333333333333336,move,d,1,"[0, 9]","[0, 10]",False,True
0,1,1,1,1,34,9,9,29.400899999999996,-0.15000000000000002,remove,lu,2,"[10, 3]","[9, 2]",False,True
1,2,1,1,1,34,9,12,29.400899999999996,-0.7333333333333334,remove,l,1,"[0, 9]","[-1, 9]",False,True
0,1,1,1,1,34,10,11,29.026500000000006,-0.13333333333333333,remove,ru,1,"[10, 3]","[11, 2]",False,True
1,2,1,1,1,34,10,6,29.026500000000006,0.016666666666666663,move,ld,1,"[0, 9]","[-1, 10]",False,True
0,1,1,1,1,34,11,16,24.3955,-0.7333333333333334,remove,rd,1,"[10, 3]","[11, 4]",False,True
1,2,1,1,1,34,11,8,24.3955,-0.48333333333333334,move,rd,1,"[0, 9]","[1, 10]",False,True
0,1,1,1,1,34,12,16,26.2632,-0.3166666666666667,remove,rd,1,"[10, 3]","[11, 4]",False,True
1,2,1,1,1,34,12,13,26.2632,-0.3166666666666667,remove,r,2,"[0, 9]","[1, 9]",False,True
0,1,1,1,1,34,13,0,7.9596,-0.3166666666666667,move,lu,5,"[10, 3]","[9, 2]",False,True
1,2,1,1,1,34,13,5,7.9596,-0.3833333333333333,move,r,5,"[0, 9]","[1, 9]",False,True
0,1,1,1,1,34,14,6,45.5064,-0.3333333333333333,move,ld,5,"[9, 2]","[8, 3]",False,True
1,2,1,1,1,34,14,7,45.5064,-0.16666666666666666,move,d,1,"[1, 9]","[1, 10]",False,True
0,1,1,1,1,34,15,14,45.8604,0.5,remove,ld,2,"[8, 3]","[7, 4]",False,True
1,2,1,1,1,34,15,8,45.8604,-0.4,move,rd,1,"[1, 9]","[2, 10]",False,True
0,1,1,1,1,34,16,6,52.48209999999999,-0.55,move,ld,5,"[8, 3]","[7, 4]",False,True
1,2,1,1,1,34,16,12,52.48209999999999,-0.06666666666666671,remove,l,5,"[1, 9]","[0, 9]",False,True
0,1,1,1,1,34,17,7,56.550200000000004,-0.16666666666666666,move,d,5,"[7, 4]","[7, 5]",False,True
1,2,1,1,1,34,17,13,56.550200000000004,0.0,remove,r,2,"[1, 9]","[2, 9]",False,True
0,1,1,1,1,34,18,0,12.678799999999999,0.25,move,lu,5,"[7, 5]","[6, 4]",False,True
1,2,1,1,1,34,18,6,12.678799999999999,-0.6333333333333333,move,ld,1,"[1, 9]","[0, 10]",False,True
0,1,1,1,1,34,19,9,23.61555,0.0,remove,lu,2,"[6, 4]","[5, 3]",False,True
1,2,1,1,1,34,19,2,23.61555,-0.3166666666666667,move,ru,5,"[1, 9]","[2, 8]",False,True
0,1,1,1,1,34,20,3,35.7729,-0.04999999999999999,move,l,5,"[6, 4]","[5, 4]",False,True
1,2,1,1,1,34,20,8,35.7729,-0.16666666666666666,move,rd,5,"[2, 8]","[3, 9]",False,True
0,1,1,1,1,34,21,4,19.2522,-0.5833333333333334,move,z,5,"[5, 4]","[5, 4]",False,True
1,2,1,1,1,34,21,10,19.2522,0.4166666666666667,remove,u,2,"[3, 9]","[3, 8]",False,True
0,1,1,1,1,34,22,10,38.312549999999995,0.3333333333333333,remove,u,2,"[5, 4]","[5, 3]",False,True
1,2,1,1,1,34,22,0,38.312549999999995,-0.4666666666666667,move,lu,5,"[3, 9]","[2, 8]",False,True
0,1,1,1,1,34,23,12,32.66715000000001,-0.55,remove,l,2,"[5, 4]","[4, 4]",False,True
1,2,1,1,1,34,23,0,32.66715000000001,-0.6666666666666666,move,lu,5,"[2, 8]","[1, 7]",False,True
0,1,1,1,1,34,24,7,45.07684999999999,0.1166666666666667,move,d,5,"[5, 4]","[5, 5]",False,True
1,2,1,1,1,34,24,8,45.07684999999999,0.8333333333333334,move,rd,5,"[1, 7]","[2, 8]",False,True
0,1,1,1,1,34,25,5,47.317099999999996,0.16666666666666666,move,r,5,"[5, 5]","[6, 5]",False,True
1,2,1,1,1,34,25,16,47.317099999999996,-0.4166666666666667,remove,rd,5,"[2, 8]","[3, 9]",False,True
0,1,1,1,1,34,26,5,24.223750000000003,-0.5,move,r,5,"[6, 5]","[7, 5]",False,True
1,2,1,1,1,34,26,13,24.223750000000003,0.6666666666666666,remove,r,2,"[2, 8]","[3, 8]",False,True
0,1,1,1,1,34,27,1,11.783800000000001,0.3333333333333333,move,u,5,"[7, 5]","[7, 4]",False,True
1,2,1,1,1,34,27,0,11.783800000000001,-0.4666666666666667,move,lu,5,"[2, 8]","[1, 7]",False,True
0,1,1,1,1,34,28,6,17.755049999999997,0.0,move,ld,5,"[7, 4]","[6, 5]",False,True
1,2,1,1,1,34,28,0,17.755049999999997,-0.25,move,lu,5,"[1, 7]","[0, 6]",False,True
0,1,1,1,1,34,29,10,55.127599999999994,-0.16666666666666666,remove,u,5,"[6, 5]","[6, 4]",False,True
1,2,1,1,1,34,29,14,55.127599999999994,0.25,remove,ld,1,"[0, 6]","[-1, 7]",False,True
0,1,1,1,1,34,30,12,29.231750000000005,0.25,remove,l,5,"[6, 5]","[5, 5]",False,True
1,2,1,1,1,34,30,15,29.231750000000005,-0.3166666666666667,remove,d,2,"[0, 6]","[0, 7]",False,True
0,1,1,1,1,34,31,9,29.141249999999996,-0.4166666666666667,remove,lu,5,"[6, 5]","[5, 4]",False,True
1,2,1,1,1,34,31,9,29.141249999999996,-0.8833333333333333,remove,lu,1,"[0, 6]","[-1, 5]",False,True
0,1,1,1,1,34,32,3,40.9798,0.3333333333333333,move,l,5,"[6, 5]","[5, 5]",False,True
1,2,1,1,1,34,32,12,40.9798,-0.4,remove,l,1,"[0, 6]","[-1, 6]",False,True
0,1,1,1,1,34,33,3,67.42929999999998,-0.3333333333333333,move,l,5,"[5, 5]","[4, 5]",False,True
1,2,1,1,1,34,33,2,67.42929999999998,-0.5666666666666667,move,ru,5,"[0, 6]","[1, 5]",False,True
0,1,1,1,1,34,34,10,27.500649999999997,0.0,remove,u,2,"[4, 5]","[4, 4]",False,True
1,2,1,1,1,34,34,10,27.500649999999997,0.75,remove,u,2,"[1, 5]","[1, 4]",False,True
