,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,now_position,next_position,is_confliction,on_eps_zero
0,1,50,100,1,34,1,13,0.24380000000000002,-0.417,remove,r,2,"[6, 1]","[7, 1]",False,True
1,2,50,100,1,34,1,1,0.24380000000000002,-0.333,move,u,5,"[1, 6]","[1, 5]",False,True
0,1,50,100,1,34,2,15,0.5311,-0.217,remove,d,2,"[6, 1]","[6, 2]",False,True
1,2,50,100,1,34,2,4,0.5311,-0.333,move,z,5,"[1, 5]","[1, 5]",False,True
0,1,50,100,1,34,3,10,0.21214999999999998,-0.55,remove,u,2,"[6, 1]","[6, 0]",False,True
1,2,50,100,1,34,3,3,0.21214999999999998,0.0,move,l,5,"[1, 5]","[0, 5]",False,True
0,1,50,100,1,34,4,15,0.3450000000000001,-0.217,remove,d,2,"[6, 1]","[6, 2]",False,True
1,2,50,100,1,34,4,11,0.3450000000000001,0.167,remove,ru,2,"[0, 5]","[1, 4]",False,True
0,1,50,100,1,34,5,15,0.2065,-0.217,remove,d,2,"[6, 1]","[6, 2]",False,True
1,2,50,100,1,34,5,7,0.2065,-0.383,move,d,5,"[0, 5]","[0, 6]",False,True
0,1,50,100,1,34,6,16,0.3002,-0.383,remove,rd,2,"[6, 1]","[7, 2]",False,True
1,2,50,100,1,34,6,4,0.3002,0.417,move,z,5,"[0, 6]","[0, 6]",False,True
0,1,50,100,1,34,7,9,0.19499999999999998,-0.133,remove,lu,2,"[6, 1]","[5, 0]",False,True
1,2,50,100,1,34,7,5,0.19499999999999998,-0.5,move,r,5,"[0, 6]","[1, 6]",False,True
0,1,50,100,1,34,8,9,0.23079999999999998,-0.633,remove,lu,2,"[6, 1]","[5, 0]",False,True
1,2,50,100,1,34,8,5,0.23079999999999998,0.25,move,r,5,"[1, 6]","[2, 6]",False,True
0,1,50,100,1,34,9,10,0.16749999999999998,0.033,remove,u,2,"[6, 1]","[6, 0]",False,True
1,2,50,100,1,34,9,1,0.16749999999999998,0.083,move,u,5,"[2, 6]","[2, 5]",False,True
0,1,50,100,1,34,10,10,0.2509,-0.633,remove,u,2,"[6, 1]","[6, 0]",False,True
1,2,50,100,1,34,10,4,0.2509,0.0,move,z,5,"[2, 5]","[2, 5]",False,True
0,1,50,100,1,34,11,12,0.2158,-0.05,remove,l,2,"[6, 1]","[5, 1]",False,True
1,2,50,100,1,34,11,12,0.2158,0.333,remove,l,5,"[2, 5]","[1, 5]",False,True
0,1,50,100,1,34,12,15,0.2163499999999999,-0.3,remove,d,2,"[6, 1]","[6, 2]",False,True
1,2,50,100,1,34,12,8,0.2163499999999999,-0.083,move,rd,5,"[2, 5]","[3, 6]",False,True
0,1,50,100,1,34,13,5,0.14645,-0.3,move,r,5,"[6, 1]","[7, 1]",False,True
1,2,50,100,1,34,13,5,0.14645,0.0,move,r,5,"[3, 6]","[4, 6]",False,True
0,1,50,100,1,34,14,13,0.05720000000000001,0.167,remove,r,1,"[7, 1]","[8, 1]",False,True
1,2,50,100,1,34,14,8,0.05720000000000001,-0.333,move,rd,5,"[4, 6]","[5, 7]",False,True
0,1,50,100,1,34,15,8,0.052700000000000004,-0.9,move,rd,1,"[7, 1]","[8, 2]",False,True
1,2,50,100,1,34,15,3,0.052700000000000004,-0.333,move,l,5,"[5, 7]","[4, 7]",False,True
0,1,50,100,1,34,16,4,0.12699999999999995,-0.483,move,z,5,"[7, 1]","[7, 1]",False,True
1,2,50,100,1,34,16,3,0.12699999999999995,0.25,move,l,5,"[4, 7]","[3, 7]",False,True
0,1,50,100,1,34,17,13,0.1309,0.667,remove,r,1,"[7, 1]","[8, 1]",False,True
1,2,50,100,1,34,17,1,0.1309,0.417,move,u,5,"[3, 7]","[3, 6]",False,True
0,1,50,100,1,34,18,5,0.09870000000000001,-0.733,move,r,1,"[7, 1]","[8, 1]",False,True
1,2,50,100,1,34,18,11,0.09870000000000001,0.333,remove,ru,2,"[3, 6]","[4, 5]",False,True
0,1,50,100,1,34,19,6,0.1368,-0.317,move,ld,5,"[7, 1]","[6, 2]",False,True
1,2,50,100,1,34,19,16,0.1368,-0.3,remove,rd,5,"[3, 6]","[4, 7]",False,True
0,1,50,100,1,34,20,6,0.16285000000000002,0.083,move,ld,5,"[6, 2]","[5, 3]",False,True
1,2,50,100,1,34,20,15,0.16285000000000002,-0.75,remove,d,5,"[3, 6]","[3, 7]",False,True
0,1,50,100,1,34,21,13,0.19039999999999999,-0.417,remove,r,2,"[5, 3]","[6, 3]",False,True
1,2,50,100,1,34,21,4,0.19039999999999999,0.0,move,z,5,"[3, 6]","[3, 6]",False,True
0,1,50,100,1,34,22,4,0.15,-0.717,move,z,5,"[5, 3]","[5, 3]",False,True
1,2,50,100,1,34,22,4,0.15,0.417,move,z,5,"[3, 6]","[3, 6]",False,True
0,1,50,100,1,34,23,5,0.22879999999999998,0.667,move,r,5,"[5, 3]","[6, 3]",False,True
1,2,50,100,1,34,23,15,0.22879999999999998,-0.417,remove,d,2,"[3, 6]","[3, 7]",False,True
0,1,50,100,1,34,24,5,0.18795,-0.167,move,r,5,"[6, 3]","[7, 3]",False,True
1,2,50,100,1,34,24,5,0.18795,-0.883,move,r,5,"[3, 6]","[4, 6]",False,True
0,1,50,100,1,34,25,9,0.15595,-0.083,remove,lu,5,"[7, 3]","[6, 2]",False,True
1,2,50,100,1,34,25,5,0.15595,0.583,move,r,5,"[4, 6]","[5, 6]",False,True
0,1,50,100,1,34,26,10,0.34519999999999995,0.917,remove,u,2,"[7, 3]","[7, 2]",False,True
1,2,50,100,1,34,26,1,0.34519999999999995,0.167,move,u,5,"[5, 6]","[5, 5]",False,True
0,1,50,100,1,34,27,4,0.4063499999999999,-0.717,move,z,5,"[7, 3]","[7, 3]",False,True
1,2,50,100,1,34,27,13,0.4063499999999999,-0.083,remove,r,2,"[5, 5]","[6, 5]",False,True
0,1,50,100,1,34,28,2,0.30670000000000003,0.25,move,ru,1,"[7, 3]","[8, 2]",False,True
1,2,50,100,1,34,28,1,0.30670000000000003,-0.217,move,u,5,"[5, 5]","[5, 4]",False,True
0,1,50,100,1,34,29,16,0.26630000000000004,-0.483,remove,rd,1,"[7, 3]","[8, 4]",False,True
1,2,50,100,1,34,29,5,0.26630000000000004,-0.083,move,r,5,"[5, 4]","[6, 4]",False,True
0,1,50,100,1,34,30,10,0.5206999999999999,-0.567,remove,u,2,"[7, 3]","[7, 2]",False,True
1,2,50,100,1,34,30,11,0.5206999999999999,-0.5,remove,ru,4,"[6, 4]","[7, 3]",False,True
0,1,50,100,1,34,31,5,0.1066,-0.8,move,r,1,"[7, 3]","[8, 3]",False,True
1,2,50,100,1,34,31,3,0.1066,0.067,move,l,5,"[6, 4]","[5, 4]",False,True
0,1,50,100,1,34,32,4,0.3833000000000001,-0.15,move,z,5,"[7, 3]","[7, 3]",False,True
1,2,50,100,1,34,32,16,0.3833000000000001,0.75,remove,rd,2,"[5, 4]","[6, 5]",False,True
0,1,50,100,1,34,33,6,0.40714999999999996,-0.25,move,ld,3,"[7, 3]","[6, 4]",False,True
1,2,50,100,1,34,33,10,0.40714999999999996,-0.8,remove,u,5,"[5, 4]","[5, 3]",False,True
0,1,50,100,1,34,34,2,0.21325000000000002,0.05,move,ru,1,"[7, 3]","[8, 2]",False,True
1,2,50,100,1,34,34,5,0.21325000000000002,0.25,move,r,5,"[5, 4]","[6, 4]",False,True
0,1,50,100,2,44,1,5,0.2473,-0.583,move,r,5,"[6, 1]","[7, 1]",False,True
1,2,50,100,2,44,1,5,0.2473,-0.5,move,r,5,"[1, 6]","[2, 6]",False,True
0,1,50,100,2,44,2,5,0.43699999999999994,0.083,move,r,1,"[7, 1]","[8, 1]",False,True
1,2,50,100,2,44,2,11,0.43699999999999994,0.0,remove,ru,2,"[2, 6]","[3, 5]",False,True
0,1,50,100,2,44,3,7,0.32855,-0.483,move,d,5,"[7, 1]","[7, 2]",False,True
1,2,50,100,2,44,3,16,0.32855,-0.05,remove,rd,2,"[2, 6]","[3, 7]",False,True
0,1,50,100,2,44,4,7,0.23514999999999997,0.5,move,d,5,"[7, 2]","[7, 3]",False,True
1,2,50,100,2,44,4,5,0.23514999999999997,-0.3,move,r,5,"[2, 6]","[3, 6]",False,True
0,1,50,100,2,44,5,16,0.08375,-0.333,remove,rd,1,"[7, 3]","[8, 4]",False,True
1,2,50,100,2,44,5,11,0.08375,-0.417,remove,ru,2,"[3, 6]","[4, 5]",False,True
