,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,now_position,next_position,is_confliction,on_eps_zero
0,1,43,100,1,31,1,4,1.05965,-0.333,move,z,5,"[1, 2]","[1, 2]",False,True
1,2,43,100,1,31,1,5,1.05965,-0.417,move,r,5,"[8, 8]","[9, 8]",False,True
0,1,43,100,1,31,2,7,0.39564999999999995,0.0,move,d,5,"[1, 2]","[1, 3]",False,True
1,2,43,100,1,31,2,5,0.39564999999999995,0.0,move,r,1,"[9, 8]","[10, 8]",False,True
0,1,43,100,1,31,3,15,0.1362,0.083,remove,d,2,"[1, 3]","[1, 4]",False,True
1,2,43,100,1,31,3,1,0.1362,-0.4,move,u,5,"[9, 8]","[9, 7]",False,True
0,1,43,100,1,31,4,13,0.1823,-0.383,remove,r,2,"[1, 3]","[2, 3]",False,True
1,2,43,100,1,31,4,1,0.1823,-0.167,move,u,5,"[9, 7]","[9, 6]",False,True
0,1,43,100,1,31,5,12,0.08785,-0.217,remove,l,2,"[1, 3]","[0, 3]",False,True
1,2,43,100,1,31,5,2,0.08785,-0.083,move,ru,1,"[9, 6]","[10, 5]",False,True
0,1,43,100,1,31,6,9,0.12124999999999997,-0.217,remove,lu,2,"[1, 3]","[0, 2]",False,True
1,2,43,100,1,31,6,1,0.12124999999999997,-0.483,move,u,5,"[9, 6]","[9, 5]",False,True
0,1,43,100,1,31,7,5,0.3276,-0.633,move,r,5,"[1, 3]","[2, 3]",False,True
1,2,43,100,1,31,7,3,0.3276,0.583,move,l,5,"[9, 5]","[8, 5]",False,True
0,1,43,100,1,31,8,5,0.05745,0.167,move,r,5,"[2, 3]","[3, 3]",False,True
1,2,43,100,1,31,8,5,0.05745,0.0,move,r,5,"[8, 5]","[9, 5]",False,True
0,1,43,100,1,31,9,8,0.09279999999999998,-0.167,move,rd,5,"[3, 3]","[4, 4]",False,True
1,2,43,100,1,31,9,10,0.09279999999999998,0.167,remove,u,2,"[9, 5]","[9, 4]",False,True
0,1,43,100,1,31,10,5,0.33514999999999995,0.417,move,r,5,"[4, 4]","[5, 4]",False,True
1,2,43,100,1,31,10,11,0.33514999999999995,-0.467,remove,ru,1,"[9, 5]","[10, 4]",False,True
0,1,43,100,1,31,11,13,0.11435000000000002,-0.417,remove,r,2,"[5, 4]","[6, 4]",False,True
1,2,43,100,1,31,11,0,0.11435000000000002,-1.317,move,lu,5,"[9, 5]","[8, 4]",False,True
0,1,43,100,1,31,12,7,0.0764,-0.633,move,d,5,"[5, 4]","[5, 5]",False,True
1,2,43,100,1,31,12,10,0.0764,0.583,remove,u,2,"[8, 4]","[8, 3]",False,True
0,1,43,100,1,31,13,13,0.19785,0.917,remove,r,2,"[5, 5]","[6, 5]",False,True
1,2,43,100,1,31,13,5,0.19785,0.033,move,r,5,"[8, 4]","[9, 4]",False,True
0,1,43,100,1,31,14,10,0.11725,-0.55,remove,u,5,"[5, 5]","[5, 4]",False,True
1,2,43,100,1,31,14,5,0.11725,-0.333,move,r,1,"[9, 4]","[10, 4]",False,True
0,1,43,100,1,31,15,5,0.1237,-0.167,move,r,5,"[5, 5]","[6, 5]",False,True
1,2,43,100,1,31,15,6,0.1237,-0.483,move,ld,5,"[9, 4]","[8, 5]",False,True
0,1,43,100,1,31,16,5,0.12514999999999998,-0.25,move,r,5,"[6, 5]","[7, 5]",True,True
1,2,43,100,1,31,16,3,0.12514999999999998,-0.25,move,l,5,"[8, 5]","[7, 5]",True,True
0,1,43,100,1,31,17,9,0.13579999999999998,0.083,remove,lu,2,"[6, 5]","[5, 4]",False,True
1,2,43,100,1,31,17,16,0.13579999999999998,0.75,remove,rd,5,"[8, 5]","[9, 6]",False,True
0,1,43,100,1,31,18,10,0.09515,0.367,remove,u,2,"[6, 5]","[6, 4]",False,True
1,2,43,100,1,31,18,5,0.09515,0.083,move,r,5,"[8, 5]","[9, 5]",False,True
0,1,43,100,1,31,19,3,0.1684,-1.383,move,l,5,"[6, 5]","[5, 5]",False,True
1,2,43,100,1,31,19,12,0.1684,0.167,remove,l,5,"[9, 5]","[8, 5]",False,True
0,1,43,100,1,31,20,5,0.31145,1.0,move,r,5,"[5, 5]","[6, 5]",False,True
1,2,43,100,1,31,20,11,0.31145,0.0,remove,ru,1,"[9, 5]","[10, 4]",False,True
0,1,43,100,1,31,21,8,0.18965000000000004,-1.0,move,rd,5,"[6, 5]","[7, 6]",False,True
1,2,43,100,1,31,21,2,0.18965000000000004,-1.65,move,ru,1,"[9, 5]","[10, 4]",False,True
0,1,43,100,1,31,22,5,0.4023,0.333,move,r,5,"[7, 6]","[8, 6]",True,True
1,2,43,100,1,31,22,14,0.4023,-0.067,remove,ld,2,"[9, 5]","[8, 6]",True,True
